guide,gene,control,HAP1_Day00_R1,HAP1_Day00_R2,HAP1_Day14_R1,HAP1_Day14_R2
gL_006404,Hum_XLOC_010955,false,675,724,544,817
gL_006411,Hum_XLOC_010958,false,918,912,618,652
gL_006412,Hum_XLOC_010958,false,431,293,263,566
gL_006413,Hum_XLOC_010958,false,614,528,394,676
gL_006421,Hum_XLOC_010971,false,889,739,1244,1129
gL_006422,Hum_XLOC_010971,false,336,319,163,391
gL_006423,Hum_XLOC_010971,false,717,534,490,919
gL_006424,Hum_XLOC_010971,false,692,723,637,757
gL_006425,Hum_XLOC_010982,false,711,655,757,896
gL_006426,Hum_XLOC_010982,false,1786,1566,1650,1699
gL_006427,Hum_XLOC_010982,false,849,1096,1031,670
gL_006428,Hum_XLOC_010982,false,258,267,276,340
gL_006429,Hum_XLOC_010982,false,857,1013,567,774
gL_006430,Hum_XLOC_010982,false,1000,1438,1103,962
gL_006431,Hum_XLOC_010985,false,926,920,1127,870
gL_006432,Hum_XLOC_010985,false,456,973,1272,617
gL_006433,Hum_XLOC_010985,false,771,702,1024,879
gL_006434,Hum_XLOC_010985,false,416,439,473,343
gL_006435,Hum_XLOC_010985,false,716,761,645,602
gL_006436,Hum_XLOC_010988,false,787,665,646,967
gL_006437,Hum_XLOC_010988,false,398,340,529,477
gL_006438,Hum_XLOC_010988,false,413,684,1121,730
gL_006440,Hum_XLOC_010988,false,623,693,863,587
gL_006446,Hum_XLOC_010993,false,1976,1443,1143,1341
gL_006447,Hum_XLOC_010993,false,520,279,219,483
gL_006448,Hum_XLOC_010993,false,420,408,775,692
gL_006449,Hum_XLOC_010993,false,637,991,1014,929
gL_006451,Hum_XLOC_011008,false,1646,1731,1838,1489
gL_006452,Hum_XLOC_011008,false,927,988,1130,846
gL_006453,Hum_XLOC_011008,false,141,261,154,252
gL_006454,Hum_XLOC_011008,false,273,302,506,466
gL_006455,Hum_XLOC_011008,false,301,618,488,270
gL_006456,Hum_XLOC_011008,false,665,708,652,815
gL_006457,Hum_XLOC_011010,false,1107,970,1047,852
gL_006459,Hum_XLOC_011010,false,683,787,1116,728
gL_006460,Hum_XLOC_011010,false,690,692,818,757
gL_006461,Hum_XLOC_011023,false,831,580,480,762
gL_006462,Hum_XLOC_011023,false,664,975,1107,526
gL_006463,Hum_XLOC_011023,false,592,544,985,886
gL_006464,Hum_XLOC_011023,false,1324,1368,892,1100
gL_006465,Hum_XLOC_011023,false,1633,1116,1649,1505
gL_006466,Hum_XLOC_011023,false,1263,1168,692,871
gL_006467,Hum_XLOC_011034,false,488,417,288,850
gL_006469,Hum_XLOC_011034,false,806,758,1411,1207
gL_006470,Hum_XLOC_011034,false,578,695,311,339
gL_006471,Hum_XLOC_011034,false,632,486,549,841
gL_006472,Hum_XLOC_011034,false,1325,1471,1371,1191
gL_006474,Hum_XLOC_011041,false,1362,1230,1798,1649
gL_006475,Hum_XLOC_011041,false,1029,752,644,823
gL_006476,Hum_XLOC_011041,false,553,696,560,507
gL_006477,Hum_XLOC_011041,false,1695,1112,1329,1525
gL_006478,Hum_XLOC_011043,false,1165,1249,1175,1043
gL_006479,Hum_XLOC_011043,false,854,879,487,561
gL_006480,Hum_XLOC_011043,false,975,899,492,637
gL_006482,Hum_XLOC_011049,false,551,548,668,569
gL_006485,Hum_XLOC_011049,false,668,465,514,776
gL_006486,Hum_XLOC_011049,false,638,652,1240,1050
gL_006487,Hum_XLOC_011063,false,1212,957,860,1070
gL_006488,Hum_XLOC_011063,false,788,821,973,1039
gL_006491,Hum_XLOC_011067,false,455,539,661,523
gL_006492,Hum_XLOC_011067,false,1448,1300,1532,1273
gL_006493,Hum_XLOC_011067,false,957,980,777,876
gL_006494,Hum_XLOC_011067,false,1096,973,743,1103
gL_006495,Hum_XLOC_011067,false,689,893,1033,674
gL_006496,Hum_XLOC_011067,false,1261,995,1271,1122
gL_006497,Hum_XLOC_011073,false,647,596,710,870
gL_006501,Hum_XLOC_011073,false,570,647,777,838
gL_006507,Hum_XLOC_011088,false,1242,1102,1223,992
gL_006510,Hum_XLOC_011088,false,790,555,590,866
gL_006511,Hum_XLOC_011088,false,457,456,350,519
gL_006512,Hum_XLOC_011088,false,1224,972,1064,953
gL_006513,Hum_XLOC_011121,false,798,853,1008,843
gL_006514,Hum_XLOC_011121,false,1265,954,563,1113
gL_006515,Hum_XLOC_011121,false,654,621,563,882
gL_006516,Hum_XLOC_011121,false,1031,1088,1471,1570
gL_006517,Hum_XLOC_011121,false,760,768,859,932
gL_006518,Hum_XLOC_011127,false,605,612,419,644
gL_006519,Hum_XLOC_011127,false,836,891,1241,1091
gL_006520,Hum_XLOC_011127,false,1015,920,769,1150
gL_006522,Hum_XLOC_011130,false,733,866,557,380
gL_006523,Hum_XLOC_011130,false,1014,633,660,705
gL_006524,Hum_XLOC_011130,false,1408,1302,1412,1160
gL_006525,Hum_XLOC_011130,false,992,1021,919,751
gL_006526,Hum_XLOC_011130,false,1728,1261,649,1335
gL_006527,Hum_XLOC_011136,false,1328,662,929,948
gL_006528,Hum_XLOC_011136,false,477,649,658,235
gL_006531,Hum_XLOC_011142,false,1144,883,944,890
gL_006532,Hum_XLOC_011142,false,891,608,893,1339
gL_006533,Hum_XLOC_011142,false,1088,866,875,773
gL_006534,Hum_XLOC_011142,false,1137,1003,875,736
gL_006535,Hum_XLOC_011142,false,949,898,575,942
gL_006536,Hum_XLOC_011159,false,827,694,496,637
gL_006537,Hum_XLOC_011159,false,1040,711,792,962
gL_006538,Hum_XLOC_011159,false,1208,1248,1493,1026
gL_006539,Hum_XLOC_011159,false,1322,1227,1744,1677
gL_006540,Hum_XLOC_011159,false,1308,1331,1145,929
gL_006541,Hum_XLOC_011172,false,841,841,925,755
gL_006542,Hum_XLOC_011172,false,810,772,899,813
gL_006543,Hum_XLOC_011172,false,1530,1257,1481,4120
gL_006544,Hum_XLOC_011172,false,486,393,663,1103
gL_006545,Hum_XLOC_011175,false,577,472,362,532
gL_006546,Hum_XLOC_011175,false,910,632,960,779
gL_006547,Hum_XLOC_011175,false,406,460,746,676
gL_006548,Hum_XLOC_011175,false,680,703,794,571
gL_006549,Hum_XLOC_011182,false,1337,1443,1603,1849
gL_006550,Hum_XLOC_011182,false,955,767,706,1023
gL_006552,Hum_XLOC_011182,false,1982,1877,1236,1680
gL_006553,Hum_XLOC_011182,false,1396,1280,921,1306
gL_006554,Hum_XLOC_011182,false,1057,965,1054,1054
gL_006555,Hum_XLOC_011183,false,819,1022,987,723
gL_006556,Hum_XLOC_011183,false,1065,1264,1687,1042
gL_006557,Hum_XLOC_011183,false,831,615,1292,1084
gL_006558,Hum_XLOC_011183,false,1431,1097,1100,964
gL_006559,Hum_XLOC_011183,false,1991,1758,1965,2223
gL_006560,Hum_XLOC_011183,false,1121,986,1318,1077
gL_006566,Hum_XLOC_011218,false,1331,1841,2125,1196
gL_006567,Hum_XLOC_011218,false,1230,1344,1113,1060
gL_006568,Hum_XLOC_011218,false,1895,1162,1321,1920
gL_006569,Hum_XLOC_011218,false,230,372,387,361
gL_006570,Hum_XLOC_011224,false,538,414,285,529
gL_006571,Hum_XLOC_011224,false,1150,1045,1965,1637
gL_006572,Hum_XLOC_011224,false,1366,1115,1505,1593
gL_006573,Hum_XLOC_011224,false,981,1131,1450,1392
gL_006574,Hum_XLOC_011224,false,569,412,483,721
gL_006575,Hum_XLOC_011224,false,955,893,508,557
gL_006577,Hum_XLOC_011225,false,1488,1469,1960,1584
gL_006578,Hum_XLOC_011225,false,871,757,689,651
gL_006579,Hum_XLOC_011225,false,835,784,637,533
gL_006580,Hum_XLOC_011225,false,2236,2009,2457,2215
gL_006581,Hum_XLOC_011229,false,1419,1401,798,924
gL_006582,Hum_XLOC_011229,false,577,427,389,479
gL_006583,Hum_XLOC_011229,false,425,522,593,389
gL_006584,Hum_XLOC_011229,false,850,847,420,586
gL_006585,Hum_XLOC_011229,false,1136,1386,1397,1020
gL_006586,Hum_XLOC_011229,false,522,460,455,791
gL_006587,Hum_XLOC_011233,false,707,577,585,769
gL_006588,Hum_XLOC_011233,false,682,360,395,647
gL_006589,Hum_XLOC_011233,false,618,1005,699,604
gL_006590,Hum_XLOC_011233,false,608,781,562,709
gL_006591,Hum_XLOC_011233,false,184,168,153,152
gL_006592,Hum_XLOC_011233,false,1336,1476,2277,1778
gL_006593,Hum_XLOC_011234,false,482,560,453,468
gL_006594,Hum_XLOC_011234,false,429,561,497,431
gL_006595,Hum_XLOC_011234,false,1445,1297,1310,2584
gL_006596,Hum_XLOC_011234,false,1014,967,415,716
gL_006598,Hum_XLOC_011234,false,1240,843,763,1235
gL_006599,Hum_XLOC_011262,false,298,418,736,492
gL_006600,Hum_XLOC_011262,false,800,705,1261,901
gL_006601,Hum_XLOC_011262,false,287,421,646,394
gL_006602,Hum_XLOC_011262,false,1010,928,919,952
gL_006604,Hum_XLOC_011264,false,538,605,479,608
gL_006606,Hum_XLOC_011264,false,254,235,243,205
gL_006607,Hum_XLOC_011281,false,887,974,926,822
gL_006608,Hum_XLOC_011281,false,941,660,538,972
gL_006609,Hum_XLOC_011281,false,357,373,284,268
gL_006610,Hum_XLOC_011281,false,544,781,1754,925
gL_006611,Hum_XLOC_011281,false,297,295,193,281
gL_006612,Hum_XLOC_011281,false,411,318,246,661
gL_006620,Hum_XLOC_011305,false,851,807,448,710
gL_006621,Hum_XLOC_011305,false,711,810,1099,544
gL_006622,Hum_XLOC_011305,false,1358,1081,1092,1063
gL_006623,Hum_XLOC_011305,false,522,555,511,706
gL_006625,Hum_XLOC_011307,false,925,1118,1487,1631
gL_006627,Hum_XLOC_011307,false,902,1084,701,791
gL_006628,Hum_XLOC_011307,false,577,881,633,731
gL_006629,Hum_XLOC_011307,false,1088,876,377,758
gL_006630,Hum_XLOC_011307,false,1197,856,1299,2382
gL_006631,Hum_XLOC_011338,false,1441,1386,2285,1340
gL_006632,Hum_XLOC_011338,false,1710,992,865,1450
gL_006633,Hum_XLOC_011338,false,279,262,415,336
gL_006634,Hum_XLOC_011338,false,1482,1018,1252,2247
gL_006635,Hum_XLOC_011338,false,1136,947,1061,1100
gL_006636,Hum_XLOC_011338,false,1017,982,841,964
gL_006642,Hum_XLOC_011343,false,647,851,806,371
gL_006643,Hum_XLOC_011343,false,570,576,622,614
gL_006644,Hum_XLOC_011343,false,967,1155,698,714
gL_006645,Hum_XLOC_011343,false,1372,1265,1781,1669
gL_006646,Hum_XLOC_011343,false,646,909,327,261
gL_006647,Hum_XLOC_011361,false,1051,880,624,1104
gL_006649,Hum_XLOC_011361,false,1049,1167,1708,1123
gL_006650,Hum_XLOC_011361,false,696,641,388,374
gL_006651,Hum_XLOC_011361,false,658,655,622,547
gL_006652,Hum_XLOC_011365,false,1096,1210,1174,867
gL_006653,Hum_XLOC_011365,false,929,951,1299,1309
gL_006654,Hum_XLOC_011365,false,858,928,1343,1128
gL_006655,Hum_XLOC_011365,false,1250,1498,3090,2324
gL_006656,Hum_XLOC_011365,false,808,677,714,1110
gL_006657,Hum_XLOC_011365,false,1344,897,1078,988
gL_006658,Hum_XLOC_011396,false,571,625,856,784
gL_006659,Hum_XLOC_011396,false,1191,1097,1286,1352
gL_006660,Hum_XLOC_011396,false,762,667,608,932
gL_006661,Hum_XLOC_011396,false,1014,1768,1737,912
gL_006662,Hum_XLOC_011396,false,1051,1223,1312,1260
gL_006663,Hum_XLOC_011396,false,1584,1360,855,1151
gL_006664,Hum_XLOC_011397,false,598,756,752,911
gL_006665,Hum_XLOC_011397,false,1565,1562,1634,1550
gL_006666,Hum_XLOC_011397,false,760,786,731,562
gL_006667,Hum_XLOC_011397,false,367,575,561,417
gL_006668,Hum_XLOC_011397,false,731,733,717,518
gL_006669,Hum_XLOC_011409,false,1204,908,1305,1186
gL_006670,Hum_XLOC_011409,false,978,838,673,829
gL_006671,Hum_XLOC_011409,false,577,780,781,479
gL_006672,Hum_XLOC_011409,false,1009,996,1221,1125
gL_006673,Hum_XLOC_011409,false,603,536,648,1233
gL_006674,Hum_XLOC_011409,false,321,452,267,259
gL_006675,Hum_XLOC_011411,false,917,915,717,550
gL_006676,Hum_XLOC_011411,false,567,675,704,678
gL_006677,Hum_XLOC_011411,false,1231,935,1676,1405
gL_006678,Hum_XLOC_011411,false,942,867,851,978
gL_006679,Hum_XLOC_011411,false,726,585,813,1198
gL_006680,Hum_XLOC_011411,false,327,508,698,799
gL_006682,Hum_XLOC_011420,false,215,178,113,198
gL_006683,Hum_XLOC_011420,false,969,968,1147,1198
gL_006684,Hum_XLOC_011420,false,1350,1179,1233,1170
gL_006685,Hum_XLOC_011420,false,591,677,532,832
gL_006686,Hum_XLOC_011420,false,509,881,1351,551
gL_006687,Hum_XLOC_011422,false,712,396,465,529
gL_006688,Hum_XLOC_011422,false,1523,1456,968,1015
gL_006689,Hum_XLOC_011422,false,610,511,465,646
gL_006690,Hum_XLOC_011422,false,397,633,521,504
gL_006693,Hum_XLOC_011423,false,836,801,659,848
gL_006694,Hum_XLOC_011423,false,700,661,925,502
gL_006695,Hum_XLOC_011423,false,207,304,339,186
gL_006696,Hum_XLOC_011423,false,1300,1551,1174,1144
gL_006697,Hum_XLOC_011423,false,744,567,776,736
gL_006698,Hum_XLOC_011423,false,773,815,770,880
gL_006699,Hum_XLOC_011425,false,540,404,538,861
gL_006700,Hum_XLOC_011425,false,939,754,814,1335
gL_006701,Hum_XLOC_011425,false,998,1051,1307,988
gL_006703,Hum_XLOC_011425,false,454,578,547,362
gL_006704,Hum_XLOC_011425,false,558,616,991,903
gL_006705,Hum_XLOC_011426,false,1212,1409,1368,1246
gL_006706,Hum_XLOC_011426,false,295,361,190,262
gL_006707,Hum_XLOC_011426,false,471,549,649,741
gL_006708,Hum_XLOC_011426,false,638,801,576,608
gL_006709,Hum_XLOC_011426,false,599,693,883,838
gL_006710,Hum_XLOC_011426,false,977,876,840,873
gL_006711,Hum_XLOC_011427,false,668,877,891,872
gL_006712,Hum_XLOC_011427,false,564,463,791,1022
gL_006714,Hum_XLOC_011427,false,785,927,552,678
gL_006716,Hum_XLOC_011429,false,1104,765,622,1091
gL_006717,Hum_XLOC_011429,false,814,658,731,732
gL_006718,Hum_XLOC_011429,false,865,951,1522,852
gL_006719,Hum_XLOC_011429,false,834,767,768,526
gL_006720,Hum_XLOC_011429,false,1363,916,677,945
gL_006721,Hum_XLOC_011435,false,281,243,456,454
gL_006724,Hum_XLOC_011435,false,1088,1159,1073,914
gL_006725,Hum_XLOC_011435,false,469,459,707,626
gL_006726,Hum_XLOC_011435,false,252,357,543,414
gL_006727,Hum_XLOC_011440,false,831,919,491,851
gL_006728,Hum_XLOC_011440,false,1139,907,1626,1216
gL_006729,Hum_XLOC_011440,false,637,493,437,769
gL_006730,Hum_XLOC_011440,false,838,1170,2840,1351
